id,score
6125,0.4090988558534084
26781,0.10910110228541264
13333,0.12862551862064672
53218,0.07629877688197906
84204,0.5910347398549328
69997,0.6681363602438464
99301,0.8354128999888162
4361,0.9893681154101378
46607,0.12075026839919889
29836,0.3612230381499526
59154,0.1749772428372066
80632,0.8358006031332604
33723,0.2036172473165457
663,0.06999207136404795
764,0.0938995046814384
11059,0.8966687602861082
5358,0.009780284839282836
92154,0.8186012097109179
73744,0.5950188713977356
62536,0.44585843030984884
55459,0.12862599157505472
56407,0.4531312767557998
94774,0.032885554312366234
68042,0.9244318536455903
28553,0.6027035727430126
32690,0.056687073987238025
16042,0.5764254999616537
47856,0.5293733357126793
56452,0.015840456288206593
89890,0.026637667732046056
44186,0.3318576980811122
62398,0.36726617970277725
61590,0.17937301043049836
95622,0.638069984604875
63355,0.7086185809175456
99468,0.30163869458173337
74588,0.9601126930801226
40641,0.021107368455712802
45825,0.021343004813605706
47399,0.968554882979611
43126,0.027674105052148328
47985,0.3828215791527902
44090,0.15829166527643704
8611,0.02179618466116651
84511,0.9660899102928995
9680,0.48824403549339984
26937,0.3670802169149274
78746,0.09569874383977103
78663,0.8829375329694508
45202,0.22322127857680063
35595,0.08047642558453341
19883,0.29249295137469883
62787,0.44793946921929784
47283,0.2505366832838014
27729,0.3697045133559559
79240,0.280579246588065
21473,0.00695515863149484
40783,0.020319676438723455
61654,0.9901662999968295
72682,0.9781856590156683
21663,0.9681564170270182
34775,0.03407238146168212
63535,0.0415062422669683
49260,0.10625297897089081
79548,0.20816002286115684
47474,0.3158102118954107
55559,0.1347228700703138
55610,0.7014974167745229
69889,0.7825208354743821
71612,0.9880031732746797
35482,0.43406941599683735
44925,0.010037444188172217
44476,0.476757225782967
77902,0.3062134829177634
30454,0.6305291153679478
28663,0.05508747047527817
49035,0.020048731940873355
81105,0.22122947957583425
22790,0.7315970559477615
91541,0.5384094017786624
22616,0.5607200413578431
89132,0.8425011086708959
13488,0.08229738624963555
50739,0.34537597434192174
13411,0.059060092315167435
11116,0.05003062848950299
50351,0.2740202636943277
33185,0.31405212982032066
38892,0.6618746066043116
49498,0.41077359539942104
8743,0.4313783984149863
20836,0.09237762917192736
67270,0.16970582161330613
32337,0.012187770871571723
54164,0.9990389766051759
13607,0.2580714579730366
57972,0.01393003809153952
50144,0.3453566629817903
49843,0.0425568602977473
39316,0.9360410269694245
51936,0.05282784739119776
48419,0.08350012959780902
36330,0.008532065351238544
8967,0.003407548731043349
97110,0.0653956841705036
6126,0.14753191698099086
16236,0.18286202041756666
45363,0.47931387127069613
59934,0.7022540050138872
91661,0.018583482776534207
23412,0.017887639200628615
73261,0.49709853174775964
76933,0.308611234954516
52163,0.9287492891386916
98494,0.014922855718682059
39937,0.029789382842129376
27117,0.8875546364326362
92076,0.03513501785864494
8488,0.19656567786905044
18706,0.010830164638436108
37373,0.12832001913250068
28662,0.2410885439530392
65499,0.5118328119215098
91507,0.99726295504732
62480,0.8707621598782042
55350,0.25099196537207447
35166,0.028497297196933568
35812,0.2822111619063977
61319,0.0859470476539744
71852,0.8653952691018525
92063,0.8889688192944172
11178,0.24742037825493826
19869,0.14912984750808436
4544,0.015730840810489314
53202,0.4393015879729532
43876,0.40083204668449557
31414,0.08615297419960626
88970,0.8511534927750136
39581,0.5048300113112254
99279,0.8161333221063146
74134,0.7705736773577616
40612,0.0988922083547526
44840,0.939838872965847
8461,0.38037694342188016
71292,0.3933948177847997
5056,0.017247131951640984
42587,0.9015677389110358
59923,0.37551153930015285
3583,0.22046405979968772
29778,0.3111277099391389
71163,0.4538838499142298
72646,0.21841416427696186
39274,0.06718657663366757
99352,0.137373382169585
64617,0.025848709428154665
20066,0.2024118460135391
21903,0.025965559735928064
60508,0.6016618505142552
15179,0.039576037331378655
89352,0.10532598765829047
51252,0.05344085634371536
88277,0.057329331602758396
37471,0.12894765792203233
5068,0.6929627508179061
54159,0.5321337278863301
5228,0.08122165395813996
22845,0.008891363970067253
3899,0.032638700750144745
93721,0.07276793125817925
86416,0.24123465268774832
63598,0.767791529626296
29184,0.8302172045810035
9303,0.7208153128848563
63979,0.13917486403232826
33687,0.11947649349674885
59443,0.9250412361670088
63891,0.0328308569150755
14412,0.2030026569275871
58461,0.0030896358784660593
61669,0.05428031162177997
38049,0.5895801755096618
90201,0.07580150307986804
60940,0.03633190470826018
11000,0.048646404277827696
4726,0.1620688985941066
73929,0.8681146961705828
74173,0.9911291162091409
90276,0.12491808427486767
43231,0.9568732689424314
17705,0.12419801447714379
14743,0.023839055266629532
7552,0.5938472488280215
74065,0.25811105248712257
48666,0.7357501054897172
61217,0.9176637314111911
8357,0.07461093226743129
39891,0.008845770944903311
80050,0.5128830123011265
16459,0.557799485375489
27062,0.15356454043368642
78580,0.8797688943232902
63263,0.014418562806962356
99955,0.29218645628500706
98443,0.8800398195749399
64473,0.5557948078371125
77429,0.5708095864022986
13341,0.010488379438768746
99902,0.41387254457911715
86419,0.07210699035432863
75021,0.09108482884117074
17542,0.03161525246338947
59688,0.9532708256627414
96742,0.5779268717990662
34546,0.8017494270388644
27397,0.09586821877920323
2743,0.008300378903904886
96844,0.3764046234960793
32265,0.00601925234980058
11096,0.38322475476980417
86423,0.04431125615980658
46149,0.07934986874069967
48056,0.4644682729435889
66054,0.9872065608615537
70749,0.3049220963945715
71299,0.02421981400868159
77774,0.13247642326649522
19841,0.09515899208247496
87834,0.26941406094335646
42257,0.0030350227800188955
62167,0.009850491996936283
73176,0.08726145720046843
77043,0.359990071514278
52846,0.6509820340622332
14294,0.07268539965440218
64649,0.9775306811759011
7419,0.4296653374471368
38266,0.34441524969639226
66595,0.8669184827732382
20483,0.01810045834716439
16477,0.9998992923500073
29361,0.03597884355092472
51304,0.44930413315676815
25122,0.05372669858579073
59864,0.32072118927117105
8684,0.0291033474688863
68083,0.12181670998547423
29588,0.442160759778537
40732,0.026880207113096154
88867,0.07096888128165141
29868,0.06918857899933152
85736,0.22872144300124608
34389,0.03203591016980285
13626,0.28240697004443094
51467,0.7265481151599291
22725,0.5368346088460937
66486,0.027070188452638012
77003,0.8482330327393157
29538,0.1546190275882297
1293,0.3106530183240488
18481,0.47774274398078165
57646,0.5523129532839431
19279,0.054313763072074604
5718,0.6770229609261171
92976,0.0032298757728707757
32990,0.7954822727317962
61746,0.04139357897999755
76470,0.1572023005378209
58076,0.4757349219221438
29051,0.9039820123634925
80775,0.4723924111203251
91305,0.8113478543887719
65079,0.706580933941251
47545,0.9999965502808749
67755,0.988956941261785
91526,0.006904332282612473
84099,0.9450036430485794
22388,0.12244131132900307
54260,0.10075932985465254
16535,0.5553349647677985
17421,0.05064945112668246
13143,0.02045803613595585
60068,0.6304264654244918
21510,0.12398346572775311
58502,0.02960092058775101
23229,0.014201416715095483
6574,0.8080080950851246
61389,0.4975348138555566
23756,0.09239910759607771
85678,0.3571344481000377
47428,0.022159290521388982
76223,0.9592425368052945
68925,0.2155823318722242
11652,0.040976033420829054
41192,0.5705979443405766
99176,0.029404825037953802
19130,0.1709810519579521
31753,0.018675545137203816
20737,0.9783974328083528
44768,0.10284890060434948
98511,0.012521466649214483
54664,0.14844697986996555
65905,0.0031172463845968346
38883,0.039059917785398586
71192,0.9628506056702375
2624,0.35325073474691987
33343,0.1304734961384168
9797,0.012612091258441711
85455,0.8559501690023287
91382,0.676283933540754
33500,0.016610929977158448
37064,0.33976553473635257
68358,0.9730558502281312
56309,0.6903196088843627
36153,0.03555994273477666
84638,0.03360915030543806
3357,0.9381462614392757
43448,0.9736307845437353
41037,0.031211557768402756
2292,0.019276458069933385
75818,0.8500210682218641
72531,0.3498622681334128
37769,0.9519397480378471
48418,0.6085943701076808
94428,0.5559781084102254
86443,0.07592721663656421
24754,0.2585768755930976
72740,0.0503376502822005
96022,0.04965696484422895
5595,0.02506559371962709
91648,0.9022820567411223
2352,0.8231769989531877
54709,0.011816983690471737
7993,0.9678080721873221
92798,0.9935514257978791
77848,0.6244400578524362
39769,0.04707649605570287
22877,0.08689716628289738
